,NAME,host_identity_verified,host.name,neighbourhood.group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room.type,Construction.year,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
4808,Gorgeous 2 Bedroom Loft in the Heart of Chelsea,unconfirmed,Craig,Manhattan,Chelsea,40.7476,-73.99195,FALSE,flexible,Entire home/apt,2010,$748 ,$150 ,5,19,0.45,5,1,323
74281,Apartment,unconfirmed,Ruth,Bronx,Longwood,40.81694,-73.89627,TRUE,strict,Private room,2005,$748 ,$150 ,1,8,1.97,2,1,308
10327,UES Pincushion Living,verified,Andrea,Manhattan,Upper East Side,40.77098,-73.95965,TRUE,strict,Entire home/apt,2018,$747 ,$149 ,2,5,0.11,4,1,136
74980,"Cozy, spacious room in Bed-Stuy",unconfirmed,Kelly,Brooklyn,Bedford-Stuyvesant,40.68845,-73.9439,TRUE,flexible,Private room,2011,$747 ,$149 ,1,7,2.56,2,1,0
2090,Beautiful 1BR in Prime West Village,verified,Andrew,Manhattan,West Village,40.73194,-74.00189,TRUE,moderate,Entire home/apt,2022,$747 ,$149 ,4,45,0.59,2,1,94
24094,See for yourself :),verified,Zachary,Brooklyn,Bushwick,40.68663,-73.90721,FALSE,strict,Private room,2005,$747 ,$149 ,3,8,0.32,3,1,0
86336,Cozy Clinton Hill Crib On Classon,unconfirmed,Letha M.,Brooklyn,Bedford-Stuyvesant,40.68258,-73.95871,FALSE,moderate,Entire home/apt,2016,$747 ,$149 ,29,2,0.06,2,1,92
58396,Spacious & quiet NYC Harlem 1-bed apt! No stairs!,unconfirmed,Aaron,Manhattan,Harlem,40.81127,-73.94513,FALSE,strict,Entire home/apt,2006,$747 ,$149 ,30,128,1.68,4,1,323
37683,"In Riverdale, a most unusual apartment to enjoy.",verified,Karel,Bronx,Spuyten Duyvil,40.88071,-73.92074,TRUE,strict,Private room,2012,$747 ,$149 ,3,8,1.11,4,1,326
75917,Jackson Heights 2 bedrooms housing,unconfirmed,Nicholas,Queens,Jackson Heights,40.75495,-73.87774,FALSE,flexible,Entire home/apt,2009,$747 ,$149 ,2,115,3.34,3,1,298
40316,Quiet Private Bedroom 10 min from 7 Train,verified,Rojé,Queens,Sunnyside,40.73888,-73.92827,TRUE,strict,Private room,2003,$747 ,$149 ,28,22,4.82,3,2,4
73652,Great Space Location Location Location,verified,Burton,Manhattan,Kips Bay,40.74499,-73.97926,TRUE,moderate,Private room,2006,$747 ,$149 ,5,1,0.06,4,2,0
32515,Adorable bedroom at UES!,verified,May,Manhattan,Upper East Side,40.76525,-73.95557,TRUE,strict,Private room,2021,$747 ,$149 ,3,1,1,4,1,16
30867,Welcoming and Beautiful bedroom in Brooklyn.,unconfirmed,Jon,Brooklyn,Flatbush,40.6478,-73.96831,FALSE,flexible,Private room,2013,$747 ,$149 ,3,10,0.63,5,1,0
93627,Great Space Location Location Location,unconfirmed,Burton,Manhattan,Kips Bay,40.74499,-73.97926,FALSE,flexible,Private room,2006,$747 ,$149 ,5,1,0.06,4,2,0
67838,"Fresh, clean and cozy room in Brooklyn NYC",unconfirmed,Blade,Brooklyn,Bedford-Stuyvesant,40.68919,-73.93943,TRUE,strict,Private room,2017,$746 ,$149 ,6,9,0.26,2,3,0
2964,BIG BROOKLYN HOUSE TO LOVE,unconfirmed,Amy,Brooklyn,Crown Heights,40.6776,-73.93504,FALSE,flexible,Entire home/apt,2008,$746 ,$149 ,7,18,0.27,5,2,24
27547,"Clean, Comfortable Home away from home",verified,Natalie,Brooklyn,Brownsville,40.66621,-73.92073,FALSE,flexible,Entire home/apt,2005,$746 ,$149 ,7,28,1.51,4,1,19
26145,Brand New Apt In A Beautiful Elevator Building,verified,Ramonex,Manhattan,Harlem,40.81643,-73.94042,TRUE,moderate,Private room,2009,$746 ,$149 ,3,NA,3.8,2,1,205
95856,Chic + comfortable 1 BR apt on Upper East Side,unconfirmed,Dale,Manhattan,Upper East Side,40.77772,-73.94822,FALSE,moderate,Entire home/apt,2018,$746 ,$149 ,2,6,0.5,2,1,0
32923,Chic + comfortable 1 BR apt on Upper East Side,unconfirmed,Dale,Manhattan,Upper East Side,40.77772,-73.94822,TRUE,moderate,Entire home/apt,2018,$746 ,$149 ,2,6,0.5,2,1,0
6096,Superhost 3 bedroom DISCOUNT,unconfirmed,Veronica,Brooklyn,Bedford-Stuyvesant,40.69725,-73.94908,TRUE,moderate,Entire home/apt,2017,$746 ,$149 ,1,4,0.07,4,4,342
89870,Apartment 5A,unconfirmed,Ridhima,Manhattan,Gramercy,40.73204,-73.98364,FALSE,flexible,Private room,2016,$746 ,$149 ,1,16,0.5,4,1,0
100135,Apartment 5A,unconfirmed,Ridhima,Manhattan,Gramercy,40.73204,-73.98364,TRUE,flexible,Private room,2016,$746 ,$149 ,1,16,0.5,4,1,0
56127,"Home For Medical Professionals - ""Kinetic""",verified,Stat,Brooklyn,East Flatbush,40.65428,-73.93636,TRUE,flexible,Private room,2016,$746 ,$149 ,6,1,0.86,2,52,281
67348,Large light-filled Chelsea loft with terrace,verified,Deborah,Manhattan,Chelsea,40.74761,-73.99539,FALSE,moderate,Entire home/apt,2019,$746 ,$149 ,30,2,0.08,3,1,157
94637,A plus,verified,Ron,Manhattan,Harlem,40.8175,-73.95234,TRUE,moderate,Private room,2003,$746 ,$149 ,1,39,2.71,4,1,176
13289,Charming and CLEAN Room!!,verified,Daniel,Brooklyn,Bedford-Stuyvesant,40.68512,-73.93893,FALSE,flexible,Private room,2018,$746 ,$149 ,2,175,4.08,3,1,141
86498,Beautifully Designed Island Style Garden Suite,unconfirmed,Malene,Brooklyn,Bedford-Stuyvesant,40.68252,-73.93863,FALSE,flexible,Entire home/apt,2011,$746 ,$149 ,4,92,2.54,4,1,30
40425,Queens Rm in Celebrity's Home,unconfirmed,DuChess,Queens,Queens Village,40.70755,-73.74421,FALSE,moderate,Private room,2006,$745 ,$149 ,1,17,2.79,2,3,354
13482,Bright & Spacious Apartment. A Williamsburg Gem.,verified,Yoav,Brooklyn,Greenpoint,40.72034,-73.95478,TRUE,flexible,Entire home/apt,2013,$745 ,$149 ,2,18,0.42,5,1,72
47610,"Open floor plan, 1,000 Sq ft in Bed-Stuy",unconfirmed,S,Brooklyn,Bedford-Stuyvesant,40.68218,-73.92129,TRUE,flexible,Private room,2021,$745 ,$149 ,2,1,1,2,1,97
68726,Cozy Park Slope 1br Bungalo,verified,Liam,Brooklyn,Park Slope,40.67518,-73.98119,FALSE,strict,Private room,2021,$745 ,$149 ,1,4,0.18,3,1,0
93621,"ARTIST APARTMENT, PERFECT LOCATION",unconfirmed,Antonio,Manhattan,Hell's Kitchen,40.76027,-73.98831,TRUE,moderate,Entire home/apt,2003,$745 ,$149 ,30,55,3.5,3,1,63
39063,Peaceful Haven in NYC!,unconfirmed,Melissa,Manhattan,Upper East Side,40.77604,-73.94524,TRUE,strict,Entire home/apt,2012,$745 ,$149 ,3,1,0.16,5,1,0
13862,Interfaith Retreat Guest Rooms (Faith),unconfirmed,Alex And Zeena,Manhattan,Chelsea,40.74896,-73.99657,TRUE,strict,Private room,2004,$745 ,$149 ,1,146,3.62,3,12,103
59942,Everest Home,unconfirmed,Doma,Queens,East Elmhurst,40.75654,-73.88278,FALSE,strict,Private room,2011,$745 ,$149 ,2,4,0.9,4,1,89
18926,"Huge 2 Bedroom, Great Location, Express Metro",unconfirmed,Jacob,Manhattan,Harlem,40.81438,-73.95183,TRUE,moderate,Entire home/apt,2016,$745 ,$149 ,4,6,0.19,5,2,0
4057,Williamsburg Bedroom & Study,unconfirmed,Sean,Brooklyn,Williamsburg,40.72002,-73.9578,TRUE,strict,Entire home/apt,2011,$745 ,$149 ,14,2,0.14,3,1,361
26461,Sunny and cozy  apartment with a beautiful terrace,verified,Alex,Brooklyn,Bedford-Stuyvesant,40.69155,-73.94736,FALSE,strict,Entire home/apt,2010,$745 ,$149 ,15,8,0.39,2,1,0
13016,"Quiet, Spacious Studio - Moments from attractions!",verified,Anna,Manhattan,Hell's Kitchen,40.76355,-73.98815,TRUE,strict,Entire home/apt,2016,$745 ,$149 ,7,5,0.19,2,1,81
89756,"2 beds in single nice room, JFK&LGA 15 minutes.",verified,Dr. Shirin,Queens,Briarwood,40.70839,-73.80623,TRUE,strict,Private room,2005,$745 ,$149 ,1,47,1.48,1,6,365
94758,Comfortable an Nice Bedroom to relax,verified,Magui,Queens,Briarwood,40.71007,-73.81483,FALSE,flexible,Private room,2012,$745 ,$149 ,1,24,1.67,5,1,6
5486,Luxury large Penthouse /Fireplace / City views..,verified,Barry,Manhattan,East Village,40.72088,-73.98149,TRUE,strict,Entire home/apt,2011,$745 ,$149 ,30,17,0.33,3,1,239
761,Spacious room on charming block in Greenpoint!,verified,Williams,Brooklyn,,40.72723,-73.95728,TRUE,strict,Private room,2020,$745 ,$149 ,4,6,0.07,3,1,20
56052,Lovely 2BR apartment in NY style,unconfirmed,Natalie,Manhattan,Chinatown,40.71806,-73.99395,TRUE,moderate,Entire home/apt,2005,$744 ,$149 ,5,13,3.31,4,1,267
82125,Prime Upper East Side Studio,unconfirmed,Jennifer,Manhattan,Upper East Side,40.77058,-73.95666,FALSE,strict,Entire home/apt,2006,$744 ,$149 ,4,11,0.47,5,1,16
4153,Cozy Clean Room in Bed Stuy,unconfirmed,Vashti,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91632,FALSE,strict,Private room,2021,$744 ,$149 ,2,53,0.83,3,1,70
50619,Cozy - Private Bedroom in Queens Village,unconfirmed,Yvette,Queens,Queens Village,40.70785,-73.74679,FALSE,strict,Private room,2009,$744 ,$149 ,3,6,1.59,2,1,128
87639,Modern 2 BR Duplex apartment in Sutton Place - 42,verified,Gordon,Manhattan,Midtown,40.76036,-73.96462,FALSE,moderate,Entire home/apt,2006,$744 ,$149 ,30,7,0.22,2,5,321
33390,Cozy private room in sunny Brooklyn apartment,verified,Jennifer,Brooklyn,Flatbush,40.65195,-73.95645,FALSE,moderate,Private room,2020,$744 ,$149 ,1,7,0.59,3,1,0
6601,Queen size bedroom. 15 min to NYC,verified,Freda,Queens,Ditmars Steinway,40.77183,-73.90973,FALSE,moderate,Private room,2003,$744 ,$149 ,6,17,0.34,4,8,260
54700,Steps away from the Heart of the Theater District!,verified,Row NYC,Manhattan,Theater District,40.75876,-73.98846,FALSE,flexible,Hotel room,2004,$744 ,$149 ,1,15,0.43,5,9,360
68270,Artist loft in the heart of Williamsburg,unconfirmed,Laetitia,Brooklyn,Williamsburg,40.71499,-73.96279,TRUE,strict,Private room,2018,$744 ,$149 ,30,1,0.04,5,1,0
39395,1bdr apt. with Manhattan skyline view (long term),verified,Claudia,Brooklyn,Bushwick,40.70161,-73.93326,FALSE,moderate,Entire home/apt,2016,$744 ,$149 ,70,4,0.65,4,1,90
40633,Private cozy room in Manhattan,verified,Lethy,Manhattan,Washington Heights,40.84282,-73.94133,FALSE,flexible,Private room,2009,$743 ,$149 ,1,13,2.45,5,1,87
92613,"Spacious Room in Prime Prospect Heights, Brooklyn",unconfirmed,Tom,Brooklyn,Prospect Heights,40.67404,-73.96395,TRUE,flexible,Private room,2006,$743 ,$149 ,4,16,0.95,5,1,300
93969,Spacious Brooklyn Apartment w/ private backyard,verified,Séamus,Brooklyn,Bedford-Stuyvesant,40.68149,-73.93449,FALSE,moderate,Entire home/apt,2010,$743 ,$149 ,2,13,1.28,5,1,53
52634,Wonderful 2 Bedroom in the heart of Astoria,unconfirmed,John,Queens,Astoria,40.76761,-73.92847,TRUE,strict,Entire home/apt,2005,$743 ,$149 ,2,5,1.95,2,1,59
101467,Beautiful Private Bedroom in Bronx Apartment,unconfirmed,Figgins,Bronx,Fordham,40.85615,-73.90077,TRUE,moderate,Private room,2004,$743 ,$149 ,3,7,0.79,2,1,126
29680,"Spacious Room in Prime Prospect Heights, Brooklyn",verified,Tom,Brooklyn,Prospect Heights,40.67404,-73.96395,FALSE,moderate,Private room,2006,$743 ,$149 ,4,16,0.95,5,1,300
20836,Cozy Brownstone Apartment Near City,unconfirmed,Aj,Brooklyn,Bedford-Stuyvesant,40.68988,-73.95334,TRUE,flexible,Entire home/apt,2011,$742 ,$148 ,3,147,4.79,5,1,88
92462,Beautiful Private Room in Cobble Hill Brownstone!,verified,Will,Brooklyn,Cobble Hill,40.6901,-73.99523,FALSE,flexible,Private room,2007,$742 ,$148 ,10,19,1.06,3,1,0
99363,Perfect Location! 2BR Oasis in Heart of Chelsea,verified,Joseph,Manhattan,Chelsea,40.74377,-73.99905,TRUE,moderate,Entire home/apt,2007,$742 ,$148 ,4,1,0.16,2,2,0
31939,BIG STYLISH LOFT/ROOM with access in the backyard,verified,Genevieve,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.94924,FALSE,flexible,Private room,2004,$741 ,$148 ,5,2,0.16,5,1,54
31781,Beautiful Townhouse,unconfirmed,James,Brooklyn,Prospect-Lefferts Gardens,40.66247,-73.95011,TRUE,strict,Entire home/apt,2017,$741 ,$148 ,4,1,0.07,5,1,21
328,Cozy room in East Village with AC,verified,Chapman,Manhattan,East Village,40.72329,-73.98486,FALSE,flexible,Private room,2019,$741 ,$148 ,NA,182,1.81,4,1,NA
98003,Brooklyn Flavor,unconfirmed,Bev,Brooklyn,Bedford-Stuyvesant,40.68529,-73.92936,FALSE,moderate,Private room,2007,$741 ,$148 ,3,22,3.13,4,3,94
37635,Cozy Home In Queens,verified,Rah,Queens,Jamaica,40.68842,-73.77677,TRUE,flexible,Private room,2009,$741 ,$148 ,2,1,0.27,4,1,311
27725,Fashion Blvd Flat 20 minutes from City Center!,unconfirmed,Alexes,Bronx,Mott Haven,40.81039,-73.92478,FALSE,moderate,Private room,2017,$741 ,$148 ,1,1,0.08,4,1,0
67976,Cute Comfy Room in Greenpoint,unconfirmed,Hai-Hsin,Brooklyn,Greenpoint,40.73268,-73.95971,TRUE,moderate,Private room,2008,$741 ,$148 ,2,28,0.43,3,2,0
68483,Central Park and Museum mile Privarte room 105th.,unconfirmed,Thomas,Manhattan,East Harlem,40.79383,-73.94968,TRUE,flexible,Private room,2017,$741 ,$148 ,1,98,4.39,2,2,0
33942,"Large, spacious bedroom in the heart of Bushwick!",verified,Sonya,Brooklyn,Bushwick,40.70105,-73.92183,FALSE,moderate,Private room,2005,$741 ,$148 ,4,5,0.42,5,1,0
52726,Elegant Arty Studio in the heart of Brooklyn,verified,Stephen,Brooklyn,Boerum Hill,40.68789,-73.98964,FALSE,strict,Entire home/apt,2012,$740 ,$148 ,1,67,1.2,5,1,129
101999,SOHA 2 bedroom Beauty! Sleeps 5,verified,Julian,Manhattan,Harlem,40.80859,-73.94216,TRUE,strict,Entire home/apt,2014,$740 ,$148 ,3,61,2.21,1,1,62
97943,West Village dream location room,unconfirmed,Catarina,Manhattan,West Village,40.73202,-74.00348,TRUE,strict,Private room,2014,$740 ,$148 ,2,2,0.21,5,3,56
67885,"Cozy 1 BR near Central Park, AMNH, The MET & More",verified,Dee,Manhattan,Upper West Side,40.78495,-73.97808,FALSE,strict,Private room,2022,$740 ,$148 ,2,245,2.22,4,1,0
58289,Rest Best 2,verified,John,Brooklyn,East New York,40.66729,-73.87393,TRUE,flexible,Private room,2017,$740 ,$148 ,3,6,0.73,5,11,365
51535,"Beautiful brand new room, close to times square",unconfirmed,Adrian,Manhattan,Hell's Kitchen,40.76631,-73.99177,TRUE,flexible,Private room,2013,$740 ,$148 ,4,68,5.22,4,2,274
62293,Beautiful Basement Room near Prospect park NYC,unconfirmed,Neusa,Brooklyn,Prospect-Lefferts Gardens,40.66164,-73.94082,FALSE,moderate,Private room,2007,$740 ,$148 ,1,3,0.54,4,4,0
59511,Prospect park Apartment,verified,Moti,Brooklyn,Prospect-Lefferts Gardens,40.65481,-73.96181,FALSE,strict,Entire home/apt,2019,$740 ,$148 ,30,5,0.65,5,3,268
35010,West Village dream location room,unconfirmed,Catarina,Manhattan,West Village,40.73202,-74.00348,TRUE,flexible,Private room,2014,$740 ,$148 ,2,2,0.21,5,3,56
41951,Beautiful Apartment near Prospect Park,verified,Laura,Brooklyn,Flatbush,40.65438,-73.95624,FALSE,moderate,Entire home/apt,2009,$740 ,$148 ,14,1,0.3,4,1,163
19796,"Stunning 1 Br, West Village Luxury w/ great views",unconfirmed,Kevin,Manhattan,Greenwich Village,40.73317,-73.99813,TRUE,moderate,Entire home/apt,2014,$740 ,$148 ,365,15,0.49,3,1,0
91734,SOHA 2 bedroom Beauty! Sleeps 5,unconfirmed,Julian,Manhattan,Harlem,40.80859,-73.94216,TRUE,strict,Entire home/apt,2014,$740 ,$148 ,3,61,2.21,1,1,62
55237,Private Man Cave Get Away,verified,Dennis,Bronx,Wakefield,40.90754,-73.84588,FALSE,flexible,Entire home/apt,2020,$739 ,$148 ,1,222,2.88,5,1,352
27230,"Sunny, peaceful room in Ridgewood/Bushwick",verified,Dean,Queens,Ridgewood,40.70707,-73.91455,FALSE,strict,Private room,2019,$739 ,$148 ,30,6,0.29,3,1,0
43516,Cozy apartment by Central Park,verified,Erik,Manhattan,Hell's Kitchen,40.76449,-73.99107,TRUE,strict,Shared room,2005,$739 ,$148 ,1,14,4.62,3,9,349
37912,HUGE 1-Bedroom in Theater District,verified,Michael,Manhattan,Hell's Kitchen,40.76356,-73.98772,FALSE,flexible,Entire home/apt,2008,$739 ,$148 ,3,8,1.06,3,2,23
73108,Cozy Apartment for 1 or 2 people,unconfirmed,David,Brooklyn,Crown Heights,40.67294,-73.95943,TRUE,strict,Entire home/apt,2012,$739 ,$148 ,3,9,0.54,2,1,280
37942,Nice one bedroom well located,unconfirmed,Yaacov,Manhattan,Upper East Side,40.77768,-73.95064,TRUE,moderate,Entire home/apt,2019,$739 ,$148 ,31,1,0.27,3,33,338
46531,EXPERIENCE LUXURY IN AIRBNB,unconfirmed,Jude,Manhattan,Financial District,40.70785,-74.00645,TRUE,moderate,Shared room,2007,$739 ,$148 ,1,1,1,4,1,179
61438,"Cozy & cute! Upper West Side, Manhattan 1 Bedroom",unconfirmed,Marie,Manhattan,Upper West Side,40.7926,-73.97679,FALSE,flexible,Entire home/apt,2004,$739 ,$148 ,2,1,0.27,5,1,0
51332,SPACIOUS ASTORIA TOWNHOUSE 5🛌 Mins to Manht🚇 &LGA✈️,verified,Tawhid,Queens,Long Island City,40.76424,-73.9347,TRUE,flexible,Entire home/apt,2016,$739 ,$148 ,1,6,2.65,4,1,316
34761,Best Brighton Beach welcoming for your stay!,unconfirmed,Youssef,Brooklyn,Brighton Beach,40.57762,-73.96051,TRUE,strict,Entire home/apt,2007,$739 ,$148 ,2,2,0.19,3,1,0
25084,Fabulous and peaceful retreat in Brooklyn,unconfirmed,Danielle,Brooklyn,Bedford-Stuyvesant,40.68838,-73.95649,TRUE,strict,Entire home/apt,2006,$739 ,$148 ,5,24,1.11,2,1,215
51561,Nice quiet 1 Bedroom Brooklyn Apt/Free parking,verified,McArthur,Brooklyn,Canarsie,40.63816,-73.88616,TRUE,moderate,Entire home/apt,2022,$739 ,$148 ,2,27,3.42,3,1,362
30661,Room for rent in a family house,unconfirmed,Alexandra,Queens,Long Island City,40.75373,-73.91902,FALSE,moderate,Private room,2010,$738 ,$148 ,1,1,1,4,1,326
22904,Central Park View 5th Avenue,verified,Avi,Manhattan,Midtown,40.76646,-73.97912,TRUE,moderate,Entire home/apt,2011,$738 ,$148 ,3,16,0.64,3,1,352
61231,Huge and beautiful Park Slope Apt,verified,Glenn,Brooklyn,Park Slope,40.66934,-73.98358,TRUE,moderate,Entire home/apt,2006,$738 ,$148 ,31,7,0.08,2,1,174
64341,Smallest House In The Village,unconfirmed,Olivia,Manhattan,East Village,40.72297,-73.98265,FALSE,moderate,Entire home/apt,2007,$738 ,$148 ,4,206,1.51,4,2,270
95852,Lovely room in Manhattan Lower East Side,verified,Qi,Manhattan,Lower East Side,40.71026,-73.98738,TRUE,flexible,Private room,2014,$738 ,$148 ,1,11,0.85,4,1,0
32752,Tropical Room in Brooklyn Heights,unconfirmed,Paris,Brooklyn,Brooklyn Heights,40.69872,-73.99338,FALSE,strict,Private room,2022,$738 ,$148 ,2,53,4.12,2,1,0
96831,10 MINUTES FROM MANHATTAN (Big),verified,Kathy,Queens,Elmhurst,40.74503,-73.88761,TRUE,strict,Private room,2017,$738 ,$148 ,1,3,0.29,5,2,317
2644,Fabulous UWS Apartment,unconfirmed,Menny,Manhattan,Morningside Heights,40.80684,-73.96404,TRUE,strict,Entire home/apt,2021,$738 ,$148 ,24,10,0.18,4,1,358
51560,Stay in the Heart of Queens B2,verified,Gustavo,Queens,Elmhurst,40.74746,-73.87984,TRUE,strict,Private room,2008,$738 ,$148 ,2,14,2.32,5,3,356
73619,Room for rent in a family house,verified,Alexandra,Queens,Long Island City,40.75373,-73.91902,TRUE,flexible,Private room,2010,$738 ,$148 ,1,1,1,4,1,326
95450,STUNNINGLY COMFORTABLE UWS HI-RISE STUDIO APT,unconfirmed,Otoja,Manhattan,Upper West Side,40.79444,-73.96613,TRUE,flexible,Entire home/apt,2015,$737 ,$147 ,6,11,1.05,5,1,200
25537,Stay like a local in Willamsburg/Greenpoint - NYC,unconfirmed,Tolga,Brooklyn,Greenpoint,40.72767,-73.95084,TRUE,strict,Private room,2016,$737 ,$147 ,5,19,1.26,3,1,0
49604,Designer owned Bed Stuy flat,verified,Brad,Brooklyn,Bedford-Stuyvesant,40.68425,-73.91547,TRUE,strict,Entire home/apt,2007,$737 ,$147 ,2,82,2.48,3,1,65
42180,Amazing  apt  Steps away from NYU and Union Square,unconfirmed,Anna,Manhattan,East Village,40.73219,-73.98503,FALSE,moderate,Entire home/apt,2007,$737 ,$147 ,4,9,2.23,2,2,233
41648,NYC like Home !,verified,Elizabeth,Manhattan,Upper East Side,40.77189,-73.94694,TRUE,flexible,Entire home/apt,2010,$737 ,$147 ,7,2,0.75,3,1,76
44526,"Mi casa es tu casa, Habitación 1",unconfirmed,Valentina,Queens,Woodside,40.7432,-73.90304,FALSE,moderate,Private room,2013,$737 ,$147 ,1,16,7.06,4,2,81
91136,Large Bright Home on 2 floors perfect for families,unconfirmed,May,Brooklyn,Bedford-Stuyvesant,40.69309,-73.94987,TRUE,strict,Entire home/apt,2008,$737 ,$147 ,5,13,0.48,4,1,0
25381,Modern and Stylish 1 Bedroom in East Village,unconfirmed,Zoe,Manhattan,East Village,40.72526,-73.98128,FALSE,moderate,Entire home/apt,2015,$736 ,$147 ,3,6,0.35,5,1,0
56338,Cozy NOLITA 2 Bedroom - Long or Short Stay,unconfirmed,Louise,Manhattan,Little Italy,40.71913,-73.9968,FALSE,flexible,Entire home/apt,2022,$736 ,$147 ,4,14,2.32,4,1,281
22603,"Cozy 1BD in East Village, Manhattan",unconfirmed,Theodore,Manhattan,East Village,40.72982,-73.98076,FALSE,flexible,Entire home/apt,2006,$736 ,$147 ,2,4,0.92,1,1,0
26452,Ashes Cove,verified,Aston,Queens,Springfield Gardens,40.66013,-73.77166,TRUE,strict,Entire home/apt,2014,$736 ,$147 ,3,23,1.18,2,2,357
50836,G&G Brooklyn Palace,verified,Garcia,Brooklyn,Prospect-Lefferts Gardens,40.65987,-73.95028,FALSE,strict,Entire home/apt,2016,$736 ,$147 ,2,175,3.68,4,1,290
12246,Sunny and Close to Everything!,verified,Lili And Antoine,Brooklyn,Prospect Heights,40.67768,-73.97114,TRUE,moderate,Entire home/apt,2010,$736 ,$147 ,10,11,0.25,4,1,139
51502,AMAZING PRIVATE BEDROOM RIGHT BY CENTRAL PARK,unconfirmed,Olga,Manhattan,East Harlem,40.7891,-73.94769,TRUE,strict,Private room,2019,$736 ,$147 ,2,47,1.77,2,1,19
97498,Neat and quiet space for you.,unconfirmed,Gayle,Manhattan,Financial District,40.70522,-74.00728,TRUE,flexible,Entire home/apt,2009,$736 ,$147 ,2,1,0.09,3,1,0
94354,Quiet and Sunny room in the best part of Brooklyn,unconfirmed,Yumiko,Brooklyn,Greenpoint,40.73276,-73.95304,FALSE,moderate,Private room,2019,$736 ,$147 ,3,39,2.83,5,1,43
88034,YOUR PRIVATE SPACE: Prospect Lefferts Gardens NYC!,unconfirmed,Candy,Brooklyn,Prospect-Lefferts Gardens,40.66081,-73.94963,FALSE,flexible,Entire home/apt,2014,$736 ,$147 ,2,84,2.39,3,1,211
20751,NYC Style Comfort 1 bd w/Private Living Space,unconfirmed,Mark,Brooklyn,Bedford-Stuyvesant,40.68606,-73.92356,TRUE,strict,Entire home/apt,2020,$735 ,$147 ,2,7,0.24,2,3,37
17546,Cool apartment in Williamsburg,verified,Adam,Brooklyn,Williamsburg,40.71515,-73.93706,TRUE,moderate,Entire home/apt,2004,$735 ,$147 ,3,2,0.06,3,1,0
87368,Cool apartment in Williamsburg,verified,Adam,Brooklyn,Williamsburg,40.71515,-73.93706,TRUE,flexible,Entire home/apt,2004,$735 ,$147 ,3,2,0.06,3,1,0
16099,Fully Furnished 1 Bedroom UWS APT,verified,Yaakov (Jacob),Manhattan,Upper West Side,40.798,-73.96317,TRUE,moderate,Entire home/apt,2020,$735 ,$147 ,2,8,0.21,1,1,250
45340,Sunny bedroom in Chinatown !,verified,Janko,Manhattan,Two Bridges,40.71098,-73.99426,FALSE,flexible,Private room,2012,$735 ,$147 ,1,9,5.51,3,1,42
4443,2 Queen beds Studio Loft in Brooklyn,unconfirmed,Vida,Brooklyn,Greenpoint,40.7276,-73.94029,FALSE,moderate,Entire home/apt,2005,$735 ,$147 ,30,4,0.08,4,52,220
51898,Crown Heights Nice 3rd FL,verified,Joslin,Brooklyn,Crown Heights,40.67742,-73.9468,FALSE,moderate,Entire home/apt,2022,$735 ,$147 ,2,23,0.92,4,1,171
